,original_idx,text
3146,3146,Olha a cara do de qm tá ligando para o que esses cus sujos estão fazendo
3147,3147,Olha ae a oportunidade q vc queria: ganhar o respeito do 'tico'. Imperdível!
3148,3148,Olha a explosãooo qdo a Portugal chegar o Islão
3149,3149,"Olha aí, o DEP Ex.BBB pressionando a procuradoria para prejudicar o prefeito de Ariquemes, _"
3150,3150,"olha aí! O que sempre digo:
- repete o mesmo chavão que a militância manda.
- xinga o oponete
- não refuta nada do _"
3151,3151,Olha a lógica... kkkkkkkkkkk.. e quem nao quer ser obrigada a ser feminista? virou feminista obrigada...kkkk
3152,3152,olha a vagabunda mostrando sua cara
3153,3153,"Olha bem mulher, eu vou te ser sincero, quero te ver de branco, quero te ver no altar"
3154,3154,Olha isso aqui ela apagou mas eu printei
3155,3155,Olhando a bunda da Ellen Roche
3156,3156,olha o Bruno mesmo sem jogar está mostrando que é o melhor goleiro em pegar penalidades máximas
3157,3157,Olha o NÍVEL do noticiário de um dos maiores jornais do país!!! É sério que tem gente que PAGA pra ler isso???
3158,3158,Olha o processinho na pistoleira
3159,3159,"olha o q sempre falo:
Intolerância religiosa: termo usado pela Esquerda p/diluir pela religião cristã as atrocidade _"
3160,3160,Olha primeiro pros peitos das mulheres.
3161,3161,Olhem só o MEDO que a mídia está do ser presidente
3162,3162,"O Lula falou que o melhor que a Marisa fez foi ficar submissa a ele e não dar palpite. A platéia, repleta de femini _"
3163,3163,"O Lula me bloqueou no twitter
Alguém deve ter lido pra ele minhas piadas..."
3164,3164,o lula nunca acertou a nota azul do guitar hero
3165,3165,O mail das reservas é reservas.parc.com
3166,3166,"O maior prazer de uma mulher inteligente, é fazer-se de burra perante um burro que se faz de inteligente"
3167,3167,"O Mal do PSG foi jogar de Branco, Barcelona lhes confundiu com Real Madrid"
3168,3168,Marlon Brando né... Mas o segundo tbm é muito foda!
3169,3169,Omã segue um ramo do Islão diferente do resto do Médio Oriente.
3170,3170,"O melhor de Angola, é o Angolano e não há dúvidas!!"
3171,3171,"O meu dia ganhou ao vosso.
Por capote"
3172,3172,O meu trabalho sobre Refugiados resume-se à Lady Gaga! Faz sentido? Não!
3173,3173,"o meu verniz branco é mesmo feio, parece corretor"
3174,3174,"o ministério da cultura nao servia pra nada mesmo
bando de vagabundo fazendo merda num palco e ganhando pra isso"
3175,3175,O movimento levar a hashtag #RacharLenhaPreta a trend do Twitter começou hoje no Porto
3176,3176,O movimento 'Vai ter gorda na praia sim' parece que funcionou.
3177,3177,O mundo das sapatao é mais ligado do que eu imaginava
3178,3178,"O Murilo deixou as prova em branco, vou bater nele"
3179,3179,Onde classificam é o menos. Desta vez tendo a concordar com (mas não se habitue). Trata-se de devassa grat _
3180,3180,onde estão as FEMINISTAS ???
3181,3181,O nível destas três 'senhoras' que exigem o respeito de #Trump...
3182,3182,"Claro, a maior crise econômica dos últimos 20 ano se resolve em 6 meses... vc é perfil de comédia, né?"
3183,3183,O nosso regresso está mesmo prometido
3184,3184,"Ontem batemos o recorde de utilização da palavra 'nabo' na TV Portuguesa.
Não acreditam?"
3185,3185,"Ontem, com representantes da #FLECFAC: o dirigente #CarlosPuna (ao meio).
O #PNR apoia a causa dos cabindas, traído _"
3186,3186,"Ontem eu me lembrei q a mttttt tmp atras ,acho q uns 7 anos eu tive uma professora sapatao ,descobrir q hj ela possui o nome de allan"
3187,3187,"ontem foi perfeito só não entendi esse monte de estado legalizando a maconha
querem um país dominado por zumbis na larica por cérebro?"
3188,3188,"Ontem fui ver o Benfica. Foi uma grande noite, até ao momento em que tentei entrar em casa e a minha mulher decidiu imitar o Ederson..."
3189,3189,"Ontem, Gabriela Moura, uma de nossas integrantes, esteve na agência P3K Comunicação para ministrar uma palestra..."
3190,3190,"Ontem, no intervalo para almoço de mais uma excelente reunião do Conselho Nacional. Ambiente de alegria e ânimo. _"
3191,3191,"O NYT agora é médico. 
E tá se roendo com sua insignificância cada vez maior"
3192,3192,"O falido escreve total ficção sobre mim. Cobriram tudo errado por 2 anos, e agora estão inventando fontes _"
3193,3193,"O Obamacare continua falhando. A Humana sairá em 2018. Iremos revogar, substituir e recuperar planos de saúde para _"
3194,3194,"O Ocidente suicida-se. Os governantes são os primeiros culpados.
Portugal não é excepção."
3195,3195,O 2o fim do Nirvana
3196,3196,"O orçaminto do “NIM” 
 #RenovarPortugal"
3197,3197,O orgulho hetero é tão válido quanto o orgulho homo. Se um pode ter orgulho por que o outro não? #orgulhohetero
3198,3198,"Opa, 'certíssimo'! Vida humana não vale nada aqui mesmo, não é? Que belo exemplo! 
Mas ai de você se quebrar um ov _"
3199,3199,Bilhetes disponíveis aqui:
3200,3200,"E a juntar a isso, nem se assustava com fogo de artificio"
3201,3201,O Pensamento masculino. Sem rodeios! Bem vindo você homem. Você mulher. #revelações Aguarde!
3202,3202,o pior cego é aquele que não pode escutar
3203,3203,"O pior cego é aquele que não quer enxergar, tenho ranço de mulher burra !"
3204,3204,"o pior de tudo que é uma MULHER defendendo um filho da puta que assume ser abusivo E ELA DEFENDE O CARA
MIGA PARA VC TA SENDO BURRA"
3205,3205,O plano de recapitalização da CGD vai custar seis mil milhões de euros
3206,3206,o PMDB que sempre esteve ao lado da democracia
3207,3207,"O #PNR, ao contrário do desinteresse dos demais partidos e dos órgãos de soberania, apoia a justa luta dos cabindas."
3208,3208,"O #PNR apresenta-se pela primeira vez em #SantaMariaFeira em autárquicas.
Força #AnselmoOliveira
 _"
3209,3209,O PNR congratula-se com a redução da TSU ! Não colocamos os interesses do partido à frente dos interesses nacionais.
3210,3210,"O PNR e o Dia de Portugal
 #PNR #Portugal"
3211,3211,"O #PNR não cala ante o marxismo-cultural, a censura dos 'tolerantes' e a hipocrisia do 'faz-de-conta' (que nada se _"
3212,3212,"O #PNR solidariza-se com a dor da família enlutada, pela morte de mais um Agente ao serviço da nossa Nação. 
#GNR _"
3213,3213,"O politicamente correto é algo completamente doentio, cogita até homem menstruar."
3214,3214,O politicamente correto tá fudendo com tudo
3215,3215,O porteiro é ! RT Massagear o EGO de uma mulher não é elogiar sua bunda e seus peitos. Isso o porteiro faz
3216,3216,O primeiro encontro de Jeff Sessions com o emb. russo foi organizado pelo governo Obama num programa educacional pa _
3217,3217,"O problema com o Islão não é com etnia e sim com a ideologia, que visa destruir o Cristianismo! E eu me referi ao f _"
3218,3218,"O problema nunca é a piada e sim se você é ou não esquerdista. Se for, pode zombar da PM que tá tudo lindo. Na hora _"
3219,3219,"O PSOL foi seguir a ideologia comunista coreana onde se come cachorro, mas levaram muito ao pé da letra..."
3220,3220,"O q essa mulher tem d bonita, ela tem d puta, burra e mentirosa. N sabe ela q ta passando na mão dos amigos"
3221,3221,"o que adianta vc dizer que sente pena e não consegue refutar uma só linha do que falo????
Isso é uma tática para o _"
3222,3222,"O que junto com e fazem não se chama jornalismo. Se chama um mico, uma militância derrubada e picareta."
3223,3223,o que clodovil queria era aprovar uma PL que reduziria de 513 para 250 os politicos do congresso. NÃO DEIXARAM.. _
3224,3224,O que é intervenção CÍVICO MILITAR?Este vídeo me fez pensar.
3225,3225,"O que é o Globalismo? - Lauren Southern
Muita gente ainda não compreende...."
3226,3226,O que essa juventude está fazendo com essa tal liberdade? Confundindo com libertinagem. Quanto mais se faz...
3227,3227,O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR
3228,3228,"O que incomoda é ele trabalhar no G1 e escrever 'hajir' como se fosse verbo, fora a conta verificada"
3229,3229,"O que o Barcelona acaba de fazer vai ficar para sempre na história do futebol.
Que remontada incrível!"
3230,3230,O que o feminismo já fez por uma muçulmana?
3231,3231,o que posso usar para lavar tênis branco?
3232,3232,O que quer dizer exatamente?
3233,3233,"O que seria 'válido', então? Feminicídio? Estupro? Mercado de trabalho? Falamos disso todo dia. Poderia dedicar uma coluna a isso, então."
3234,3234,O que você faz pelas islâmicas que não podem nem falar?
3235,3235,"O racismo da esquerda passando na sua tl. Esse pode, esse é politicamente correto, aí não tem protestos. Imagina se _"
3236,3236,"O racismo que mulheres negras e latinas sofrem nas áreas de ciência, tecnologia, engenharia e matemática >"
3237,3237,"O racismo só vai acabar, quando deixar de existir homem branco ou homem negro e passar a existir apenas HOMEM"
3238,3238,só estagiário se fode nessas
3239,3239,"Ora ora, temos um passado bem sujo aqui"
3240,3240,"O Raúl José até quando vai cagar deve pedir autorização ao Jorge Jesus
#LibertemORaulJosé"
3241,3241,"O já começou seu discurso mandando um alô pra . Que moral hein?? 
Ahahahahahahahaha!!!!!!!!!!!!!!!"
3242,3242,O repórter lembra dos 'crimes de ódio' cometidos contra imigrantes mas esquece dos números de crimes cometidos PELOS imigrantes.
3243,3243,O resultado de você ser jornalista e não saber do que fala é passar uma vergonha pública dessa:
3244,3244,"O retrato disso? A juventude atual, que vos mostro aqui todos os dias, a mesma presente nos protestos esquerdistas _"
3245,3245,"“Orfeu XXI, Música pela vida e dignidade”. 'Não há, afinal, fronteira ou muro que possa conter a música do mundo."
3246,3246,orgulho de ser BRANCO
3247,3247,"O ruim de ter chileno branco é que depois de uns dias, ele fica preto"
3248,3248,"Os bebés adoptados são c/ os telemóveis novos:
Qd os vamos buscar desesperamos se os deixamos cair.
Qd vemos 1 defeito,abrimos conta no OLX"
3249,3249,Os benfiquistas aguardam ansiosamente pela reeleição de Bruno de Carvalho. O único receio é que os russos decidam interferir nas eleições...
3250,3250,"Os bilhetes para a Figueira, Faro, Lisboa, Porto e Évora já estão à venda nos sítios do costume
#OverdoseDeTourette"
3251,3251,Os cara fica me expondo no trabalho. Me chamando de sapatao. Mereço.
3252,3252,"Oscares, Prémios Nobel e afins: só politiquice, interesses e influências. Vergonha! 
Seriedade e mérito? Pois...
#AcademyAwards #NobelPrize"
3253,3253,"Os democratas tinham que criar uma justificativa pela derrota nas eleições, então inventaram uma história - RÚSSIA. _"
3254,3254,"Os europeus vão acordando e reagindo.
Pela Europa das Nações, com o Nacionalismo, contra o mundialismo opressor!"
3255,3255,"'os funcionários mataram o menino no Habib's pq ele era negro e pobre'
Hahahahhaha como se os funcionários do Habib's fossem ricos"
3256,3256,"Os guris de nutrição da minha faculdade são todos iguais 
Branco musculosinho tatuagem maori no braço"
3257,3257,"OS HEITENS (ODIADORES EM INGLÊS) JÁ ACUSARAM O GOLPE.
TRISTE DEMAIS ESSA CULTURA DE ÓDIO A MEU RESPEITO.
#PAZ _"
3258,3258,"Os 'homens' do governo da Suécia. Sem bolas, afeminados... Não é por acaso que os 'refugiados' deitam e rolam naque _"
3259,3259,"Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias"
3260,3260,"O em sua dose diária de anti-trumpismo. 
Quando vão fazer reportagem sobre os 16 países que proíbem entrada de israelenses??"
3261,3261,Os idiotas que cancelaram uma conferência d Jaime Nogueira Pinto numa pequena sala da FCSH arriscam-se a vê-lo esgotar o pavilhão Meo Aníbal
3262,3262,os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _
3263,3263,"Os mais jovens do 
#RenovarPortugal #Portugal #PNR"
3264,3264,"Os 'média' são um pilar do sistema que combatemos. Deles só se podemos esperar mentira e/ou omissão.
#Fakenews _"
3265,3265,Os memes da Nana Gouvêa tão me divertindo muito kkkkkkkk http://t.co/6WuQbtv2
3266,3266,Os muçulmanos não são bem-vindos !
3267,3267,Os muleke é liso sim mas o governo é muito mais.
3268,3268,",,,,, os negros que estudem eu estudei ,,,,,,,,,"
3269,3269,O sonho de 'liberdade de expressão' e 'exercício de democracia' deles deve ser a China ou Cuba. Um conservador na presidência?? Jamais!
3270,3270,O sonho do meu telemóvel era ter uma rede tão forte como a dos pescadores da Nazaré que arrastou uma bomba de 200 Kg sem se rasgar!...
3271,3271,"Os países mais solidários são os mais pobres, mais abertos aos refugiados. A Europa se fecha. O Velho Mundo não é mais o mesmo..."
3272,3272,O Sporting continua a ser grande na Europa do futebol
3273,3273,"Os portugueses devem muito a Passos Coelho por ter tido a coragem de dizer NÃO a Salgado. 'NÃO stresses, Ricardo, leva o guito pró Panamá.'"
3274,3274,Os portugueses hoje já vão conseguir dormir
3275,3275,Os portugueses são uns pessimistas. Eu acredito que c/ esta música na Eurovisão o Salvador Sobral pode até superar a votação do ano passado.
3276,3276,"Os pretos são criminosos
As gajas com decote são sluts
Os bissexuais são indecisos
Os refugiados não merecem uma oportunidade de vida"
3277,3277,Os reflexos da guerra trouxeram grandes mudanças para vida deles! Conheça essas histórias.
3278,3278,"Os “refugiados” e a classe política traidora
 #RenovarPortugal #Refugiados #Portugal"
3279,3279,Os refugiados estao todos a vir para a minha terra noto logo que nao e de cá mas eles sentem se bem acolhidos cá
3280,3280,"Os Resistência vão voltar para fazer um concerto no Bataclan.
Eu sei que dizem que um raio não cai 2x no mesmo sítio mas deixem-me sonhar"
3281,3281,Os responsáveis por isso #NaoAOLimiteDeInternet
3282,3282,"O SR. NETO NÃO DEVE TER MAIS LÁGRIMAS...
FORÇA GUERREIRO. #CabeloRosaFelipeNeto"
3283,3283,Os 2 robôs da NASA na superfície de Marte
3284,3284,"'Os temas resultam das visitas efectuadas por #AssunçãoCristas'.
Incluída a da mesquita: submissão ao #IslãoInvasor."
3285,3285,O é o macarrão do Goleiro Bruno e a do Champinha
3286,3286,O fazendo conluio com essa moça isso Pode??? Ou ela é maluca psicopata mesmo?
3287,3287,"Os 'tolerantes' donos do poder e sua carneirada submissa, quando contrariados só ofendem e tentam ridicularizar. Hipócritas de mau perder!"
3288,3288,"O SUS está sucateado, não consegue atender o cidadão com problemas graves de saúde, não tem medicamento, os..."
3289,3289,"O tempo está tao bom, para ir com um grupo de amigos á praia sentar na areia apanhar sol e falar sobre as cenas"
3290,3290,"O tempo TODO, é inacreditável. É totalmente OUTRA imprensa do que aquela que cobria Obama."
3291,3291,o terror da esquerda #SomosTodosBolsonaro
3292,3292,"O teu pai nao está em Angola —_ Pois não, neste momento está em Luanda"
3293,3293,"O texto todo é aquela velha ladainha 'feminismo de verdade era aquele do passado, hoje em dia blablabla'. Deslegitimação básica."
3294,3294,Ótima. Com certeza.
3295,3295,Ótima sessão de audiência com os CEOs da Associação de Líderes da Indústria de Varejo esta manhã!
3296,3296,Otimistas são pessoas mal informadas.
3297,3297,tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk
3298,3298,pra eles o cara do BB que é jornalista
3299,3299,Esse perfil ta apurrinhando todo mundo de direita que posta algo sobre o dia das mulheres.
3300,3300,"huahauhaauhauha
uahuahauhaa
vamos a agenda feminista que faz tudo menos defender mulher"
3301,3301,Feminismo: movimento q diz lutar pelas mulheres mas persegue td mulher q tenha opinião própria _
3302,3302,Sem islamismo elas estariam na praia / com o islamismo elas tao de luto
3303,3303,vou mandar pra tu corrigir os post antes..kkkkk verdade de novo..kkkk
3304,3304,O Trump do futebol foi reeleito. Quando é que começa a construção do Muro na 2a Circular? O Benfica que prepare o guito...
3305,3305,O TUITER AINDA RESPIRA
3306,3306,"'O único objetivo da família de João Victor é que Guilherme Francisco do Santos e Alexandro José da Silva,..."
3307,3307,O uso de turbantes por pessoas brancas é apropriação cultural? via
3308,3308,"outra 'Jênia' que acha que a violência contra a mulher no Brasil se dá pelo fato do país ser de maioria cristã, e n _"
3309,3309,"Outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou
o noinha gritou: vai tia, vc ja ta muito gorda!
hahahahahahahahaha"
3310,3310,Outros países cobram empresas americanas impostos e tarifas enquanto os EUA cobra pouco ou nada. Deveríamos cobrar _
3311,3311,ouvi dizer que o Chorão saiu do Charlie Brown Jr e entrou no Sepultura é vdd? =D vai na fé brodi!
3312,3312,"Ouvi, numa rede de tv, que a Hungria, está fazendo uma cerca eletrica, para evitar invasoes de refugiados. Mas nao deu Ibope...Pesquisem sob"
3313,3313,"Ouviu, ? Militar não sai disparando a esmo..."
3314,3314,O verdadeiro escândalo aqui é que informações confidenciais são passadas ilegalmente pela 'inteligência' como doce. _
3315,3315,"OVERDOSE DE TOURETTE - ON THE ROAD:
O comboio está a chegar à tua cidade."
3316,3316,o video era um sapatao tocando siririca
3317,3317,Ovo de páscoa petista
3318,3318,"O nunes merece o título de maior youtuber do Brasil, e de respeito. Parabéns! #espiritosantocaos"
3319,3319,Ow seus gráficos estão com problema de curva exagerada
3320,3320,"Owww, esquisita, a tá te imitando com tt pala hahaha"
3321,3321,Oxente! Pq? Sou tão santa... rs...RT oooooooooo maluca
3322,3322,"pooo, esse aí é otimista hein"
3323,3323,"PAGANDO MINHAS CONTAS, FIM"
3324,3324,PAI DA FEMINISTA SAIU PRA COMPRAR CIGARRO NO 2º GOL DO ZIDANE EM 1.998 E NUNCA MAIS VOLTOU #JoaquinResponde
3325,3325,"País quebrando, desemprego pra todo lado, violência comendo solta e vem falar em 'FOLIA', PQP!!! 
VTNC essas merda _"
3326,3326,Palavra do dia que homem que é homem não diz: Fragrância.
3327,3327,Palavras do Presidente Trump na Assinatura da Resolução H.J. 41'
3328,3328,"Palhaçada pura!
Acho que o #Trump vai perder o sono por causa do voto do #BlocoEsquerda."
3329,3329,Aprecio o bom humor ;)
3330,3330,"Aprecio o bom humor mas, calma, não abuses da boa vontade. ;)"
3331,3331,"o cara é mil grau total, vou morrer"
3332,3332,por isso eu sou sapatao. super indico.
3333,3333,"Papa Bergoglio pede que cristãos tenham menos filhos. 
Enquanto isso..."
3334,3334,"Nossa, tme gente que não faz tattoo pra filho.. me ajuda ne? Isso foi passional!"
3335,3335,Parabéns ae Gabriel vc merece demais até chorei aq http://t.co/IwYLmNo1vf
3336,3336,parabéns a essas meninas... kkkkk
3337,3337,"Parabéns ao nosso novo Conselheiro de Segurança Nacional, general H.R. McMaster. Vídeo:"
3338,3338,"Parabéns ao nosso novo Procurador Geral, !"
3339,3339,Parabéns ao nosso novo #VASecretary Dr. David Shulkin. Hora de cuidar dos veteranos que lutaram para proteger nosso _
3340,3340,Parabéns ao Secretário do Tesouro Steven Mnuchin! #ICYMI - assita aqui:
3341,3341,"Parabéns aos jornalistas do pela reportagem sobre o BNDES.
Investigação sobre corrupção nos governo _"
3342,3342,Parabéns a Rex Tillerson por tomar posse como nosso novo Secretário de Estado. Ele será uma estrela!
3343,3343,Parabéns a Stephen Miller por me representar esta manhã nos vários programas matutinos de domingo. Ótimo trabalho!
3344,3344,"Parabéns a Thomas Perez, que acaba de ser nomeado como líder do CND. Eu não poderia estar mais feliz por ele (ou pe _"
3345,3345,"Parabéns a todas as mulheres desse mundo! Seja vc feia ou linda, nova ou velha, gorda ou magra, qero q saibam
Q respeito nunca pode faltar.."
3346,3346,"Parabéns a todas as mulheres, menos para as abortistas e aborteiras, porque essas não são gente!"
3347,3347,"Parabéns Beyoncé!
Estamos em Fevereiro e já ganhaste o prémio da foto mais absurda de 2017"
3348,3348,"PARABÉNS CHORÃO!
4 ANOS LONGE DAS DROGAS."
3349,3349,Parabéns!!! Cidade de #Ariquemes na luta contra a ideologia de gênero.A sociedade se organizou para apoiar o...
3350,3350,"Parabéns deputado #APEzequielTeixeira. Esse Brasil está em colapso cultural, uma inversão doentia de prioridades"
3351,3351,Parabéns deputado Roberto de Lucena .Isso sim é proteger o povo.Se eu pago impostos e esses vão para pagar a...
3352,3352,"PARABÉNS ESPECIAL PRAS MULHERES QUE ME SEGUEM!
MULHERADA GUERREIRA BATALHADORA SEM TEMPO PRA MIMIM
QUERIA DAR UM BUQUÊ DI FLOR PRA CADA UMA!"
3353,3353,Parabéns guerreira.... gritar de peito de fora no meio da rua nun país onde a mulher é livre é fácil..quero ver lut _
3354,3354,parabens hugo chavez pela sua morte
3355,3355,"#Parabéns !!!!! Luciano Azevedo (PPS), prefeito de Passo Fundo (RS), resolveu pegar a verba de R$ 400 mil que..."
3356,3356,"Parabéns, mais uma notícia sobre a Desconstrução do filme a Bela e a Fera.Nosso apoio irrestrito ao casal donos..."
3357,3357,"PARABÉNS, MUITO BOM ESSE NOVO ESTAGIÁRIO 
BEM MELHOR QUE O ÚLTIMO.
#PAZ"
3358,3358,"Parabéns Mulheres de verdade
Mulher inteligente faz de seus dramas verdadeiras histórias
A mulher burra de suas his _"
3359,3359,"Parabéns, #PatríciaMamona e #NelsonÉvora!"
3360,3360,"Parabéns Patrícia Mamona!
 #Portugal"
3361,3361,Parabéns pra mim que cheguei atrasada DE NOVO
3362,3362,"Parabéns pra sapatão mais piranha de santaa cruz!!! 19 ANOS NÉ PORRA. Teeeeeee amooo, que venha sábado bebê"
3363,3363,"'Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que não vai arranjar..."
3364,3364,"Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que vão vai arranjar..."
3365,3365,PARABÉNS PRESIDENTE EDUARDO CUNHA
3366,3366,Parabéns!!!!Que o mundo copie e não permitam está insanidade. #TrumpEuApoio. _
3367,3367,"Parabéns, ! A esperança reforça-se"
3368,3368,"Parabéns , sinal inequivoco que estás no caminho certo!"
3369,3369,PARABENS SAPATÃO SDDS
3370,3370,Parabéns! Ser a favor da VIDA é um valor básico e inegociável de qualquer pessoa DO BEM!
3371,3371,"Para de chamar os outros de fascista,vc nem sabe o que é fascismo,seu filho da puta"
3372,3372,Para de falar alemão caralho
3373,3373,Para desconcentrar um homem com um decote é necessário ter peitos
3374,3374,Para ler. 'O Islão tem um problema com a mulher.'
3375,3375,"'Para o Dia Internacional da Mulher, a P3K preparou um encontro cheio de significado, aprendizado e trocas...."
3376,3376,PARA O PESSOAL QUE NÃO CONHECE MUITO O FUTEBOL EUROPEU: CITI X MÔNACO SERIA UMA ESPÉCIE DE MARÍLIA X OESTE AQUI NO BRASIL #CasaDaChampions
3377,3377,"Para os sportinguistas, Bruno de Carvalho é uma mais valia para o Sporting Clube de Portugal. Mais valia era estar calado..."
3378,3378,PARA QUEM NÃO SABE 'AMOR E SEXO' É AQUELE PROGRAMINHA 'LACRADOR' QUE APANHA DA PRAÇA É NOSSA NA AUDIÊNCIA. _
3379,3379,"Para , o simples fato de apoiar é ser 'direita xucra'.
Conversar o quê com um cara desses?? Babaca total."
3380,3380,"Para se #RenovarPortugal urge desparasitar a classe política e dirigente. Árvores podres só dão frutos podres.
#PNR"
3381,3381,"Para variar da política...
(Díptico em acrílico: Velas na praia)"
3382,3382,Parece que o Papa vai estar menos tempo em Portugal do que o Porto esteve em primeiro lugar...
3383,3383,"Parem de histeria...não ha nada demais de dizer que homem é homem e muher mulher. Pq a pessoa se sente diferente, n _"
3384,3384,"Participação do #PNR nas autárquicas vai crescendo. Com programa nacional e diferenças locais, pode dizer-se: todos _"
3385,3385,"Participe das palestras e dos seminários sobre Ideologia de Gênero.
Acompanhe agenda da _"
3386,3386,Participei do consultório de família na #NovoTempo com o tema. Criação de criança em sexo neutro. Foi muito bacana.
3387,3387,Partido Nacional Renovador PNR-TV
3388,3388,"Partilhe e divulgue!
São cada vez mais os portugueses que passam fome... e o que é que o governo tem feito!?"
3389,3389,"PASSA A LINGUIÇA, MAS QUANDO FOR PRA CASAR ACHE UMA MENINA DE RESPEITO NÃO AS MARMITA #JoaquinResponde"
3390,3390,PASSA A VARA
3391,3391,"Passamos agora pela 277 rumo ao litoral,presenciamos um grave acidente Não deu para parar.Estão fazendo massagem..."
3392,3392,Passando aqui para avisar que comunistas vão arder no inferno.
3393,3393,"passando aqui pela zona oeste e pensando como esses pobres conseguem se enfiar no brt q nem sardinha
prefiro meu 4x4"
3394,3394,Passando aqui pra desejar feliz #DiadaMulher pra quem é mulher desde o ultrassom
3395,3395,"passando aqui só pra dizer que nao interessa se é puta, santinha, gorda, magra, feia ou bonita, se eu amar essa pessoa, pau no cu de todos"
3396,3396,Passando na sua timeline uma imagem que não revolta as feministas...
3397,3397,PASSEIII EM MANAUSSS!!!!!!! OBRIGADO MEU DEUS! http://t.co/gKuQ17zIlJ
3398,3398,Passo a passo de como denunciar o Facebook do pastor MalaCheia... http://t.co/QwYFoWjp kkkk ele vai ficar muito puto mas quem liga?
3399,3399,Passo 1 - Denuncie a pagina do Silas no Facebook. 2- Mande uma msg pro avisando-o. 3- use a hashtag #TrolandocomHumorNegro
3400,3400,passou umas mulheres do meu lado e ficaram cochichando 'é sapatão'
3401,3401,"Pasta de leite Ninho 
Pão de lo branco recheios ganache com Ninho e morangos .
#BolosEmUberlândia #Paodequeijo"
3402,3402,Estou com você pastor!!!!
3403,3403,"não importa o que a mídia invente, requente, persiga.Acredito na sua índole."
3404,3404,professora..acho que habbibs mata menos que lança-perfume com cocaína
3405,3405,Quer uma dica meio trash pra aumentar a galera do show? #Trashquefunciona >> Bate Papo UOL salas de minas. Da uma divulgada!
3406,3406,Vale MUITO a pena.. Tenho 02 DVDs incríveis. Se morasse em Sp faria-te uma cópia. #thecorrs
3407,3407,"Vc conhece a Banda #thecorrs ? #fikdik 'Runaway', 'No frontiers' 'At Your Side'.. e por aí vai (AmoMuito)"
3408,3408,"'ain pq toy story mostra o capitalismo do menino que escraviza os brinquedos' 
'pq sera que o woody não é negro?'"
3409,3409,"fora que qdo eles fazem o favor de nao falarem de politica, surge uma galera achando alguma msg no filme"
3410,3410,vc nao consegue mais ver um filme sem que tenha politica no meio
3411,3411,"'Glorificar o sexo'?? Sua família se resume a sexo?? Se é tão trivial, faça sexo c sua mulher no meio da rua então! #idiota"
3412,3412,"'Lutam contra instintos', ahahahahahaha!!!!!!!! Muito retardado... vaza vai, já teve teus 15 min de fama"
3413,3413,"Se é algo tão natural, vai transar c sua mulher na rua porra! E leva teus filhos tb! Se não for é um hipócrita!"
3414,3414,"Ué, vai lá machão! Leva tua mulher pra galera ver!"
3415,3415,Paulo Cruz tem razão!
3416,3416,Assim tem mais sabor
3417,3417,Já só falta o Grimaldo
3418,3418,pau no cu de voces que tem um rostinho maravilhoso e um corpo lindo e ficam dizend 'eu so mt feia' 'obg bb mas eu so horrivel' 'eu so gorda'
3419,3419,"Pau no cu do evento, baixa o preço da gasolina seus fdp"
3420,3420,"PEÇA PRA ESSE DÉBIL MENTAL DEIXAR DE SER SEU MEU FÃ
#JoaquinResponde"
3421,3421,Não acredita em Jesus...e acredita no PT
3422,3422,"Peço desculpa malta,mas hoje não consegui chegar a tempo ao estádio para fazer o ritual de início de jogo.
Estou a chegar pra darmos a volta"
3423,3423,PEC pra invadirmos a Argentina já!
3424,3424,PEDIDO DO ALEXANDRE BORGES: VO RECOLHE TODOS OS CELULARES E CORTA O AIFAI. ACABA AQUI O MINUTO A MINUTO DO CAMAROTE GLACIAL JOAQUIN TEIXEIRA
3425,3425,Pedo Folia 2013 EU FUI! http://t.co/doPJshlfh1
3426,3426,Pedreiro se forma em Direito após pedalar 42 km por dia para estudar (e agora esquerdopatas?)
3427,3427,"caraio. lisinha, ai sim!"
3428,3428,famoso bigodinho do hitler
3429,3429,incrivel como nao fizeram um meme ainda do lula dando parabens as mulheres que ele chamou assim..kkkk
3430,3430,"Acho que ainda é só uma oferta, não está certo, mas sim é um desperdício, tal como o Witsel, o Jackson, Óscar, Ramires..."
3431,3431,. acho que tô com alzheimer porque n me lembro de ter pedido sua opinião
3432,3432,Pedro não aguentou ver uma carne diferente da Angola e já foi molhando o perú kkkk coitada da helô
3433,3433,"Peeps da Covilhã, o Anfiteatro da Parada na UBI já está pronto. Faltam vocês.
A pouca-vergonha começa às 22h00.
Bil _"
3434,3434,Ta falando do Felipe neto
3435,3435,"Pegar um táxi e, depois de um tempo em silêncio, dizer para o taxista: 'foi aqui nesse cruzamento que eu morri atropelado'."
3436,3436,"Pego agora aki no provador da C&A da Av Rio Branco, com várias peças. 
Com o sistema de alarme _"
3437,3437,"Pela Europa das Nações livres e soberanas, este é e sempre será o nosso modelo!
 #EU"
